REACTION       4  3761
NUCLIDE     3762  7271      
WORD        7272  8618
(14N,13N)           ({+14}N,{+13}N)
(14N,14C)           ({+14}N,{+14}C)
(14N,14N')          ({+14}N,{+14}N')
(14N,14N)           ({+14}N,{+14}N)
(14N,15C)           ({+14}N,{+15}C)
(14N,15N)           ({+14}N,{+15}N)
(14N,15O)           ({+14}N,{+15}O)
(14N,16N)           ({+14}N,{+16}N)
(14N,16O)           ({+14}N,{+16}O)
(14N,17N)           ({+14}N,{+17}N)
(14N,18F)           ({+14}N,{+18}F)
(14N,2A)            ({+14}N,2|a)
(14N,2N)            ({+14}N,2n)
(14N,2N2P)          ({+14}N,2n2p)
(14N,2NG)           ({+14}N,2n|g)
(14N,2NP)           ({+14}N,2np)
(14N,2P)            ({+14}N,2p)
(14N,2P2N)          ({+14}N,2p2n)
(14N,2PG)           ({+14}N,2p|g)
(14N,2PN)           ({+14}N,2pn)
(14N,2PNG)          ({+14}N,2pn|g)
(14N,3HE)           ({+14}N,{+3}He)
(14N,3N)            ({+14}N,3n)
(14N,3NA)           ({+14}N,3n|a)
(14N,3NG)           ({+14}N,3n|g)
(14N,3NP)           ({+14}N,3np)
(14N,3P)            ({+14}N,3p)
(14N,3PN)           ({+14}N,3pn)
(14N,4N)            ({+14}N,4n)
(14N,4NA)           ({+14}N,4n|a)
(14N,4NG)           ({+14}N,4n|g)
(14N,5N)            ({+14}N,5n)
(14N,5N2PG)         ({+14}N,5n2p|g)
(14N,5NA)           ({+14}N,5n|a)
(14N,5NG)           ({+14}N,5n|g)
(14N,6HE)           ({+14}N,{+6}He)
(14N,6LI)           ({+14}N,{+6}Li)
(14N,6N)            ({+14}N,6n)
(14N,6NG)           ({+14}N,6n|g)
(14N,7BE)           ({+14}N,{+7}Be)
(14N,7LI)           ({+14}N,{+7}Li)
(14N,7N)            ({+14}N,7n)
(14N,7NA)           ({+14}N,7n|a)
(14N,7NP)           ({+14}N,7np)
(14N,8BE)           ({+14}N,{+8}Be)
(14N,8LI)           ({+14}N,{+8}Li)
(14N,9BE)           ({+14}N,{+9}Be)
(14N,9NP)           ({+14}N,9np)
(14N,A)             ({+14}N,|a)
(14N,A2N)           ({+14}N,|a2n)
(14N,A3NG)          ({+14}N,|a3n|g)
(14N,A6N)           ({+14}N,|a6n)
(14N,AN)            ({+14}N,|an)
(14N,AP)            ({+14}N,|ap)
(14N,APN)           ({+14}N,|apn)
(14N,AX)            ({+14}N,|aX)
(14N,D)             ({+14}N,d)
(14N,DA)            ({+14}N,d|a)
(14N,F)             ({+14}N,F)
(14N,G)             ({+14}N,|g)
(14N,N)             ({+14}N,n)
(14N,N2P)           ({+14}N,n2p)
(14N,N3P)           ({+14}N,n3p)
(14N,N8LI)          ({+14}N,n{+8}Li)
(14N,NA)            ({+14}N,n|a)
(14N,NP)            ({+14}N,np)
(14N,NPA)           ({+14}N,np|a)
(14N,NPG)           ({+14}N,np|g)
(14N,P)             ({+14}N,p)
(14N,P2N)           ({+14}N,p2n)
(14N,P2NG)          ({+14}N,p2n|g)
(14N,P3N)           ({+14}N,p3n)
(14N,P4N)           ({+14}N,p4n)
(14N,P4NG)          ({+14}N,p4n|g)
(14N,PA)            ({+14}N,p|a)
(14N,PG)            ({+14}N,p|g)
(14N,PN)            ({+14}N,pn)
(14N,PNG)           ({+14}N,pn|g)
(14N,SPALL)         ({+14}N,spallation)
(14N,T)             ({+14}N,t)
(14N,X)             ({+14}N,X)
(14N,XN)            ({+14}N,xn)
(14N,XN14N)         ({+14}N,xn{+14}N)
(14N,XNA)           ({+14}N,xn|a)
(14N,XND)           ({+14}N,xnd)
(14N,XNP)           ({+14}N,xnp)
(14N,XNT)           ({+14}N,xnt)
(14N,XNYA)          ({+14}N,xny|a)
(14N,XNYP)          ({+14}N,xnyp)
(14N,XPI)           ({+14}N,x|p)
(14O,4N)            ({+14}O,4n)
(14O,T)             ({+14}O,t)
(150ND,X)           ({+150}Nd,X)
(152SM,4NG)         ({+152}Sm,4n|g)
(154SM,X)           ({+154}Sm,X)
(154SM,XG)          ({+154}Sm,X|g)
(15N,12BE)          ({+15}N,{+12}Be)
(15N,12C)           ({+15}N,{+12}C)
(15N,14BE)          ({+15}N,{+14}Be)
(15N,14C)           ({+15}N,{+14}C)
(15N,14N)           ({+15}N,{+14}N)
(15N,15N)           ({+15}N,{+15}N)
(15N,15O)           ({+15}N,{+15}O)
(15N,16N)           ({+15}N,{+16}N)
(15N,16O)           ({+15}N,{+16}O)
(15N,17F)           ({+15}N,{+17}F)
(15N,17N)           ({+15}N,{+17}N)
(15N,17O)           ({+15}N,{+17}O)
(15N,18F)           ({+15}N,{+18}F)
(15N,19F)           ({+15}N,{+19}F)
(15N,2NA)           ({+15}N,2n|a)
(15N,2NAG)          ({+15}N,2n|a|g)
(15N,2NP)           ({+15}N,2np)
(15N,2NPG)          ({+15}N,2np|g)
(15N,3N)            ({+15}N,3n)
(15N,3NG)           ({+15}N,3n|g)
(15N,3NP)           ({+15}N,3np)
(15N,3NPG)          ({+15}N,3np|g)
(15N,4N)            ({+15}N,4n)
(15N,4NG)           ({+15}N,4n|g)
(15N,5N)            ({+15}N,5n)
(15N,5NG)           ({+15}N,5n|g)
(15N,A)             ({+15}N,|a)
(15N,A3N)           ({+15}N,|a3n)
(15N,D)             ({+15}N,d)
(15N,N2P)           ({+15}N,n2p)
(15N,N2PG)          ({+15}N,n2p|g)
(15N,P)             ({+15}N,p)
(15N,X)             ({+15}N,X)
(15N,XN)            ({+15}N,xn)
(15N,XNYP)          ({+15}N,xnyp)
(15O,16O)           ({+15}O,{+16}O)
(162DY,162DY'G)     ({+162}Dy,{+162}Dy'|g)
(162DY,164DY)       ({+162}Dy,{+164}Dy)
(164DY,116SN)       ({+164}Dy,{+116}Sn)
(164DY,116SNG)      ({+164}Dy,{+116}Sn|g)
(164DY,164DY'G)     ({+164}Dy,{+164}Dy'|g)
(165HO,X)           ({+165}Ho,X)
(16O,11B)           ({+16}O,{+11}B)
(16O,11N)           ({+16}O,11n)
(16O,12B)           ({+16}O,{+12}B)
(16O,12C)           ({+16}O,{+12}C)
(16O,12C2N)         ({+16}O,{+12}C2n)
(16O,12C2P3N)       ({+16}O,{+12}C2p3n)
(16O,12C2P3NG)      ({+16}O,{+12}C2p3n|g)
(16O,12C3N)         ({+16}O,{+12}C3n)
(16O,12CG)          ({+16}O,{+12}C|g)
(16O,12CN)          ({+16}O,{+12}Cn)
(16O,12CPN)         ({+16}O,{+12}Cpn)
(16O,12CPNG)        ({+16}O,{+12}Cpn|g)
(16O,13B)           ({+16}O,{+13}B)
(16O,13C)           ({+16}O,{+13}C)
(16O,13N)           ({+16}O,{+13}N)
(16O,14C)           ({+16}O,{+14}C)
